sample_id,sample_type,source_event_id,source_file,sample_file,event_time_in_sample_s,source_event_time_s,source_start_s,source_end_s,time_scale,speed_scale,noise_gain,noise_model,dropout_samples,is_augmented,target_wheels,sensor_wheels,sensor_delay_s,sensor_signal_columns,sensor_signal_time_s
E02_event_012,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_012.csv,39.70724744,429.68000000,391.00093341,439.69649061,1.02658236,1.02055935,0.45612239,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.00724744
E02_event_013,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_013.csv,40.15041291,429.68000000,389.38274014,439.55557459,0.99635591,0.98642389,0.28262671,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.45041291
E02_event_014,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_014.csv,40.40985579,429.68000000,390.67261536,438.92765414,1.03595399,1.03451694,0.49914977,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.70985579
E02_event_015,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_015.csv,40.13057125,429.68000000,388.64105034,439.76260256,0.97786546,1.03713733,0.13583487,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.43057125
E02_event_016,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_016.csv,40.24567359,429.68000000,390.67135638,439.12481536,1.03171169,1.03680265,0.48350837,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.54567359
E02_event_017,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_017.csv,39.97659866,429.68000000,389.96642684,439.62751830,1.00662306,0.99982055,0.28007110,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.27659866
E02_event_018,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_018.csv,39.61326397,429.68000000,391.16460139,439.76914904,1.02850458,0.97409045,0.36459672,contiguous_correlated_residual_v2,3,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.91326397
E02_event_019,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_019.csv,39.75436282,429.68000000,390.82451895,439.68420026,1.02313398,0.98327112,0.40770954,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.05436282
E02_event_020,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_020.csv,39.88116103,429.68000000,391.15297994,439.44559939,1.03514783,1.02777584,0.38597114,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.18116103
E02_event_021,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_021.csv,40.02214928,429.68000000,388.02193779,440.05528850,0.96072998,0.96774413,0.30409650,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.32214928
E02_event_022,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_022.csv,40.21300710,429.68000000,387.67776910,439.89200708,0.95740170,1.04021775,0.20044457,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.51300710
E02_event_023,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_023.csv,39.92045702,429.68000000,389.97805338,439.69442588,1.00550377,0.95360183,0.22532027,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.22045702
E02_event_024,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_024.csv,39.58793981,429.68000000,389.77404529,440.16562124,0.99203089,0.98162345,0.48280686,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.88793981
E02_event_025,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_025.csv,39.66055190,429.68000000,390.69798813,439.83272479,1.01740649,1.01438646,0.45767285,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,39.96055190
E02_event_026,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_026.csv,39.73378991,429.68000000,389.66813084,440.00798878,0.99305008,1.01861652,0.29497266,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.03378991
E02_event_027,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_027.csv,40.27283373,429.68000000,391.25728282,438.95076386,1.04815163,0.95194796,0.48296783,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.57283373
E02_event_028,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_028.csv,40.15971877,429.68000000,389.82126638,439.43660619,1.00755130,0.99156439,0.21659912,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.45971877
E02_event_029,event,E02,202601211_yuan_55_haimalu_rr100_blowout.txt,samples/E02_event_029.csv,39.76656080,429.68000000,388.97335957,440.14512083,0.97690599,0.95980422,0.36507397,contiguous_correlated_residual_v2,0,1,RR,FL;RR,0.30000000,FL_blowout_signal;RR_blowout_signal,40.06656080
